iddc,12,4911
idhe,12,311
jchd,12,9911
diie,13,6812
fcfh,13,5112
fcid,13,7912
fibj,13,4112
gjah,13,3112
habd,13,9012
ifie,13,2612
ecih,14,8913
egee,14,8113
gcch,14,4713
ghee,14,113
hfeg,14,6713
hhdf,14,6013
jdig,14,8713
ahfb,15,9614
bbfe,15,4514
bbjg,15,5414
bebe,15,9014
cgca,15,4214
dcjg,15,1314
fafc,15,6814
gghd,15,2514
ghbi,15,1614
gijj,15,814
hbaf,15,3714
hcjb,15,1114
iafb,15,8314
ibge,15,1414
jjjf,15,8414
abbg,16,5015
addb,16,4415
agah,16,15
baeb,16,9615
chhf,16,5715
decc,16,1215
eagb,16,3915
gjjg,16,3315
jafi,16,615
jcaf,16,4515
aheg,17,6916
aied,17,8016
chci,17,4716
fcbf,17,8916
gcjf,17,616
gecb,17,2216
idag,17,3716
idjf,17,1416
cfdj,18,1917
dhce,18,1317
ebbb,18,1417
egig,18,9717
gica,18,9417
hajh,18,4617
hbeh,18,1217
igai,18,7217
bjhd,19,2618
cehd,19,4418
cjed,19,4718
dcci,19,6018
fcdg,19,6018
fjgd,19,6018
heia,19,5018
hhfg,19,9718
hjjc,19,8218
ifbg,19,5418
jfjg,19,3318
jidf,19,7018
ahhc,20,6619
ajic,20,7819
ccfi,20,4119
fcca,20,3119
ffed,20,2119
hhaj,20,2119
aebi,21,9620
afca,21,8720
ahii,21,6020
cdbd,21,420
dhbj,21,5820
didh,21,7120
fdia,21,2420
gbfg,21,1220
idgj,21,5720
ijca,21,4020
jdcd,21,3720
eaea,22,4521
effc,22,6621
facg,22,321
fcgc,22,9221
feii,22,1221
fhgj,22,7021
iheh,22,6021
jghc,22,9221
beic,23,2122
cchj,23,5022
ddda,23,8822
ddfb,23,1322
ddhc,23,4522
ehfh,23,5122
ifec,23,6422
jfci,23,3722
diaa,24,6923
eebd,24,5823
fbdj,24,3523
fdjg,24,4923
ggba,24,4323
hahg,24,6623
hcbi,24,1123
hich,24,2423
igga,24,5623
ijgc,24,823
jaie,24,6823
aabj,25,1024
icdf,25,4024
icgb,25,7124
iegg,25,6424
iiha,25,9624
jgcf,25,6624
abfi,26,1925
bdbh,26,6225
behh,26,5625
cbgg,26,9725
ehca,26,2625
hhhh,26,825
ibab,26,5525
jejj,26,7625
adcg,27,3026
bcfb,27,7926
bfhe,27,1626
bjgi,27,8026
dbeb,27,6226
ddii,27,3726
dhfa,27,3926
ggje,27,7426
hfgh,27,326
bbah,28,4727
bffd,28,4927
cbih,28,2527
efba,28,7027
faje,28,8027
ghig,28,727
ibif,28,427
jdac,28,3027
bjaf,29,3628
cdai,29,1228
ddgh,29,2528
dfhh,29,28
ebch,29,1828
ecad,29,4028
efje,29,428
egha,29,2128
jhab,29,2828
bcgh,30,7129
dhad,30,8129
eafg,30,7329
ecfa,30,5229
faeh,30,6029
gigc,30,4029
icfg,30,1329
igib,30,8629
aija,31,9930
dfea,31,6530
fhch,31,3030
jgjd,31,2230
bcda,32,7531
djff,32,5731
edaa,32,3331
edec,32,2931
hgcc,32,2231
iajd,32,7631
acai,33,6632
bbej,33,9832
ccdh,33,2432
echb,33,9132
fgji,33,4132
gjej,33,6032
hdbf,33,3332
higj,33,1432
ajaj,34,3333
ajbe,34,5933
bjfc,34,9533
ejii,34,3333
haib,34,3533
hdeb,34,6433
ieef,34,2233
iibi,34,933
jbai,34,1233
ceaf,35,9634
eejh,35,8134
iacf,35,1534
jaec,35,6934
acff,36,3835
ajfg,36,1835
cghi,36,9735
gbbe,36,3235
gfga,36,735
gjia,36,935
hdjj,36,2835
ijhi,36,4135
jcba,36,8035
jddj,36,1235
abgd,37,4336
afbf,37,6336
aicc,37,36
bceg,37,3736
dbjj,37,5736
eife,37,2936
fjie,37,4036
jiic,37,1936
jjgj,37,1536
aeac,38,3937
aeha,38,9937
aeig,38,3437
afhi,38,5337
cgeb,38,7737
dbfh,38,7337
debh,38,8837
fbgf,38,4037
feeg,38,9337
hbcg,38,2037
hjce,38,137
idbb,38,7937
adij,39,7938
chah,39,3938
ebfd,39,8838
fhfd,39,7038
fifa,39,7738
ifcb,39,538
iffi,39,3338
ijeb,39,3538
jegc,39,5038
adaf,40,3239
bafh,40,3239
beea,40,8139
cgbf,40,39
cicf,40,3439
cida,40,6439
dbca,40,9239
deja,40,2539
fdah,40,6139
fdci,40,4139
ggeh,40,1239
gjbc,40,5739
hibb,40,1639
hiei,40,3539
jggh,40,8539
jhge,40,5139
bbhf,41,6140
beaj,41,5840
bedf,41,6840
ccec,41,940
idfd,41,8840
agia,42,4741
aiab,42,41
befg,42,2141
defj,42,3341
dhgg,42,6541
djbd,42,2541
eaji,42,5941
eega,42,6141
efij,42,7641
ehjj,42,7241
fcjj,42,6741
fdbc,42,8441
fief,42,4241
gdbj,42,3041
hade,42,9741
iejc,42,3941
iigf,42,5641
jagd,42,1641
dcia,43,242
deab,43,6342
dhef,43,5142
ebjf,43,442
eeff,43,4242
gadi,43,4842
hcdj,43,4342
hfii,43,5642
iaii,43,4442
aajc,44,7943
abec,44,4443
bgad,44,7343
dabi,44,4743
gedh,44,8943
gfjh,44,6943
hhji,44,4943
accj,45,1044
bhhj,45,1044
ddeg,45,9844
dhhb,45,3344
djib,45,1444
djjh,45,3544
feda,45,344
fffj,45,6244
gegd,45,5944
hidc,45,5944
icic,45,9244
idch,45,5344
ihhd,45,9944
ijbf,45,444
jibe,45,3444
ajea,46,3445
bhec,46,7545
cfig,46,4045
dcah,46,4145
deed,46,345
ecjc,46,9145
fagi,46,6145
fgfg,46,5145
fijc,46,4045
gaed,46,6445
gcfd,46,945
hhbe,46,5345
aghf,47,9746
babf,47,8946
bccf,47,2146
cafd,47,8346
djcj,47,2046
fjbg,47,8746
gbea,47,6246
iefa,47,1346
aahb,48,7747
cecg,48,1047
ceje,48,3747
ciae,48,2047
diec,48,6347
eici,48,1847
gafj,48,4547
jiea,48,847
jihh,48,5247
ajgb,49,3748
bgbj,49,2648
bhfi,49,2148
ceij,49,648
edcb,49,1448
fbee,49,1048
fhjf,49,5948
hehf,49,7848
hgbh,49,5648
jcgi,49,7248
jcij,49,6248
abie,50,9349
ahae,50,7849
ceeh,50,2549
cijd,50,1649
ehid,50,8549
hfcf,50,7549
iaeg,50,9049
jbhg,50,49
adje,51,5650
dedi,51,6850
ebei,51,850
ggij,51,2350
hdfh,51,5150
hgfj,51,8750
jgii,51,6650
dffg,52,9951
fgaj,52,4851
fiad,52,3251
gfbd,52,9851
hhgb,52,1251
iahc,52,5651
iead,52,6451
jfia,52,7851
dagf,53,3452
dfdf,53,5252
djhg,53,5652
eecj,53,5052
fgdf,53,2052
fhhe,53,752
hccd,53,552
jeeb,53,9052
jfhf,53,4952
jhbh,53,1252
jhfj,53,3452
bhgd,54,3053
biai,54,953
cabb,54,6553
cadc,54,9953
dadj,54,353
eahh,54,6153
ecce,54,3153
gcag,54,6553
giid,54,9953
hdca,54,7753
jefh,54,3553
adgi,55,1854
afjj,55,54
agfe,55,7954
aibh,55,854
badg,55,1154
bdif,55,3754
cajf,55,3454
cgjj,55,8754
dcej,55,4654
dgfd,55,4954
gcgj,55,1254
ichh,55,754
iicd,55,4854
jfah,55,2754
afeb,56,8255
affh,56,8055
dege,56,8455
dghe,56,55
edbg,56,7455
edgd,56,9255
gbdf,56,4555
ggfc,56,8955
gjhf,56,9155
hjef,56,3155
ifgd,56,2255
igcj,56,8455
afgc,57,1756
bdcc,57,7556
cach,57,1656
fehc,57,8356
ggcg,57,4456
hdgc,57,5556
hffb,57,8456
gfib,58,357
ajji,59,4058
cefc,59,7258
dgei,59,1658
heah,59,3958
hfae,59,6558
hihe,59,9658
jhja,59,7358
aace,60,3559
bghb,60,3159
bhaa,60,4259
cdff,60,2859
eijg,60,6359
ejcf,60,9859
gbic,60,4159
haff,60,359
ibbh,60,7659
ihba,60,8459
jbff,60,2059
ajhh,61,3660
cbef,61,5260
ccie,61,8660
cedb,61,6060
dfji,61,8360
efhd,61,1860
fbcd,61,9860
ffbh,61,660
iagh,61,5260
icaj,61,7260
jfej,61,560
jgeg,61,1260
jjch,61,9860
bbbc,62,7161
beji,62,1961
biib,62,7361
cbfa,62,2361
deif,62,2161
dhjc,62,3761
geaa,62,8061
gggi,62,1861
ifaa,62,7361
jigb,62,9161
bjij,63,2762
cgfh,63,7662
ejjd,63,9862
ahjd,64,5263
bhdh,64,2763
cahe,64,8163
faaf,64,9163
gfai,64,363
jhcc,64,9763
bfgj,65,3564
dhih,65,3264
fecf,65,764
gdce,65,1264
gibf,65,9164
hcee,65,864
jgfb,65,3364
jifg,65,9064
aaad,66,9065
cfac,66,1665
daee,66,6565
efeh,66,9465
hbba,66,8665
igjh,66,9365
iiac,66,4065
aagg,67,166
bdab,67,6566
dbdg,67,9566
fjfi,67,7266
ccgd,68,1767
eaic,68,5067
fgic,68,6267
hcha,68,8167
hdid,68,8867
ieih,68,8767
adfc,69,9068
afdg,69,3868
biff,69,7568
bjba,69,4068
cbbj,69,2068
cggc,69,9768
dfgb,69,4668
fiih,69,4568
fjcb,69,6268
hgdi,69,5668
ibja,69,4668
ijdg,69,7068
bbia,70,7569
bjje,70,5469
efcg,70,9069
egcd,70,1569
fdej,70,5469
fhdc,70,4069
gehj,70,5069
hejg,70,2769
daha,71,3970
dajb,71,6770
eiia,71,2370
fbha,71,9070
fceb,71,2170
haai,71,3170
hbdb,71,8370
hbje,71,3270
hfhc,71,7470
hjhb,71,2370
cigh,72,9771
fahd,72,4971
fbjb,72,2971
bhcb,73,372
bhie,73,1272
ebag,73,7272
ehhi,73,9272
fadb,73,1772
fghh,73,9272
fhei,73,8872
ggdb,73,7572
gidg,73,6672
hjad,73,6872
jdha,73,3472
acde,74,8973
acga,74,4473
achg,74,2873
bjeh,74,8873
cjcc,74,8173
ddcf,74,1873
dggj,74,2573
egac,74,8873
gihi,74,5173
jfdd,74,2273
agej,75,5774
bdge,75,3874
ccbg,75,8374
ceba,75,9074
gabh,75,174
jbbd,75,1074
jceh,75,8274
jjbb,75,2074
aejb,76,2875
cihc,76,9875
ffdi,76,75
gaja,76,275
gbji,76,5975
gfcj,76,3875
ghcd,76,975
hbij,76,4875
hdhi,76,7675
hjbj,76,575
ihje,76,3575
jbjh,76,7575
jcdb,76,5775
jedg,76,5975
cdhg,77,1876
cjdi,77,1076
dgjf,77,676
eiah,77,7676
eibc,77,6376
ejae,77,7176
ffab,77,476
fggb,77,276
hgge,77,6976
chdd,78,1877
chjg,78,4977
dcfe,78,3777
ddae,78,2077
gjci,78,7877
hddg,78,9877
jhif,78,1377
cdga,79,478
cieg,79,1278
eehg,79,3978
gbhh,79,9478
hjgg,79,4278
ihcg,79,3678
chia,80,8679
dacd,80,9779
fegh,80,2679
gcei,80,879
gdad,80,3079
geie,80,6879
gfhg,80,3979
ghdj,80,979
gieb,80,7579
iece,80,1479
ihdb,80,2879
ihfc,80,579
jdbi,80,4579
jjdc,80,779
bdja,81,1780
dfbe,81,6080
ehgc,81,1380
hacj,81,980
iebj,81,2080
jbib,81,180
bddi,82,5881
bfbb,82,1881
bfei,82,4481
cbad,82,5481
cjab,82,9681
egjb,82,5981
ejeg,82,1581
ghjb,82,8781
hjih,82,1681
icbe,82,1481
bfjf,83,2982
cbhb,83,2782
daac,83,3082
dbbf,83,6682
ghha,83,9682
hbhd,83,1082
hcac,83,9482
hged,83,9682
jehi,83,1982
aaef,84,2483
ebhe,84,2683
ejda,84,1983
fgbe,84,2683
hijf,84,6983
jdgf,84,8483
aafa,85,3084
aige,85,1284
bcjd,85,1584
caei,85,4984
efgi,85,84
egdj,85,8384
ffge,85,9284
igbd,85,5084
ijfh,85,8684
jabg,85,1284
jcfc,85,5784
adhd,86,6385
agdd,86,8585
ahgh,86,5985
ajdf,86,6585
bchc,86,7485
bfch,86,1785
cjif,86,9985
djga,86,8385
ebdc,86,8185
ejgh,86,4085
fddd,86,7785
ghgf,86,9985
hcgf,86,6585
hifd,86,5385
ibcc,86,5485
jdee,86,7085
jebf,86,5185
bjdb,87,4186
cdcj,87,4986
cjfj,87,9986
dgag,87,8286
efaf,87,9086
fchi,87,4586
gaab,87,7486
jccg,87,7686
jdjb,87,3286
jhdi,87,8186
abcb,88,3187
bihg,88,4887
dbgc,88,4287
fhbb,88,2487
figg,88,6887
gdgg,88,1087
heej,88,6787
hgab,88,9787
hgja,88,9287
baid,89,7988
bfag,89,2788
bgih,89,8888
bicj,89,4088
hedd,89,8388
iiee,89,4888
jfbc,89,3688
jhed,89,9688
jjei,89,9288
caag,90,7589
cbce,90,4989
gage,90,1789
hcig,90,7689
jadh,90,7689
jgae,90,1389
acib,91,1190
bajj,91,8390
bbci,91,6890
bbdd,91,5590
bcii,91,5790
ccaa,91,5990
ffja,91,6390
gdef,91,8390
gjfe,91,4790
hjfa,91,3890
igff,91,6490
aegf,92,9491
begb,92,291
biga,92,3991
cgid,92,9091
dibg,92,8491
fjdh,92,3191
gbgb,92,3291
gfff,92,7691
iijb,92,191
cdde,93,8092
cdjh,93,4192
difi,93,1792
eheb,93,8792
eidd,93,7892
fdfe,93,8992
fhag,93,8792
geec,93,5792
ghac,93,92
ihaf,93,9092
aiif,94,5693
bhbg,94,393
ciii,94,3193
dfic,94,8193
ffif,94,893
gacc,94,8293
haga,94,3893
hefe,94,6193
igde,94,8893
jeid,94,2093
agci,95,1394
ahcf,95,4394
chej,95,494
ddjd,95,7994
eaaj,95,3494
ehdg,95,3994
ejhc,95,1094
aaih,96,2895
abaa,96,8895
daig,96,6895
digd,96,5295
ebgj,96,1495
efdb,96,5995
gdfa,96,7095
gfde,96,2695
jbga,96,8795
jcje,96,3195
jgda,96,7995
adeh,97,4896
bgef,97,1896
bgfa,97,9296
cfee,97,9496
chfe,97,8196
dchf,97,1196
dgbb,97,2396
edfi,97,4096
eede,97,5696
egbi,97,9896
ehbf,97,8396
fdhf,97,1796
icji,97,2896
jbcj,97,96
afid,98,7797
cegi,98,5097
eabe,98,3297
ecgg,98,897
eggf,98,8797
ejfb,98,5597
fihb,98,6397
gaif,98,7097
ibdi,98,7997
idei,98,8397
abdh,99,398
aecd,99,7298
dgch,99,9398
dihj,99,5598
fjhj,99,4698
gche,99,2398
gdih,99,7198
gebg,99,9098
gjdd,99,3598
iada,99,9198
ihij,99,2698
jaaa,99,5098
bded,100,9299
bijh,100,2999
fjec,100,9499
hgif,100,1899
bfci,1,6100
bfhf,1,5900
biic,1,6700
fjcc,1,3700
hcbj,1,3300
hfdb,1,5500
hjjd,1,1600
igaj,1,7500
iifa,1,4200
jbbe,1,9100
bcdb,2,7701
bdee,2,1401
ccja,2,1101
dgbc,2,4301
gcfe,2,3301
jdbj,2,301
cjha,3,2702
egce,3,8502
gibg,3,3602
hibc,3,3502
ibgf,3,1202
bdig,4,4103
cgaa,4,7703
ddje,4,503
debi,4,4403
dfca,4,8803
ejgi,4,5703
fchj,4,6803
gfea,4,603
ghgg,4,8703
jjhf,4,6703
bbcj,5,5104
cbii,5,3904
cbjd,5,904
ejeh,5,9404
fhej,5,2804
gdjd,5,6704
gjib,5,5404
heib,5,7304
hihf,5,1504
jfbd,5,6604
aece,6,6005
bbff,6,8805
cffa,6,2905
cjee,6,3105
daad,6,3205
dbhj,6,1005
dfhi,6,6505
died,6,705
jedh,6,8105
jgcg,6,405
acbe,7,3406
adch,7,4106
aebj,7,5306
ajbf,7,7906
dhhc,7,8806
edge,7,8306
ehcb,7,1006
gcdd,7,606
ghad,7,9106
gihj,7,8806
iaaf,7,9306
iiih,7,9306
jhha,7,1806
aajd,8,7007
ahaf,8,4507
bbde,8,9507
cajg,8,7
cieh,8,4707
ecgh,8,3007
edcc,8,2507
efag,8,9207
efch,8,6307
fijd,8,1707
gbca,8,3007
giie,8,4507
hbgj,8,1707
chcj,9,9108
dcde,9,508
eebe,9,1008
ejcg,9,708
fbbj,9,4508
gcjg,9,3308
gidh,9,2808
jdad,9,2408
cghj,10,2009
dcga,10,4809
ebjg,10,1509
fhfe,10,209
gfic,10,1309
hbch,10,2209
hcad,10,3409
hchb,10,5109
hdec,10,7009
hdfi,10,6509
hffc,10,5909
hhjj,10,4109
iehc,10,9009
ijec,10,6809
jibf,10,2009
agbd,11,4210
bgcf,11,110
cafe,11,8510
ceei,11,7510
dbie,11,2410
eefg,11,1810
figh,11,810
hhbf,11,5710
iice,11,1310
jefi,11,1710
aejc,12,1811
agjh,12,4111
dbdh,12,6211
fahe,12,8211
gcbc,12,7411
gcej,12,6111
ggfd,12,6811
ghhb,12,1411
hafg,12,3511
heai,12,9911
addc,13,6512
chjh,13,7012
dgia,13,1312
eeic,13,112
hgdj,13,3312
icdg,13,9712
ieda,13,7312
jjbc,13,8912
bceh,14,8913
bfbc,14,713
bifg,14,2813
dfid,14,7913
efei,14,7813
ejje,14,113
fhjg,14,7413
gaac,14,7113
giaa,14,1413
hadf,14,6413
hhdg,14,4613
hjgh,14,5313
ijgd,14,7513
jhig,14,5413
jigc,14,613
acic,15,5414
dbfi,15,4714
eihg,15,2614
ffig,15,714
gjai,15,4614
hhhi,15,1314
ihjf,15,9514
jaif,15,5514
jdjc,15,2014
jfcj,15,5114
aacf,16,3415
adei,16,7515
adjf,16,8315
dabj,16,6315
egad,16,1215
feba,16,715
fegi,16,7915
hcgg,16,7415
hgbi,16,6615
hgha,16,4015
acfg,17,916
aiig,17,16
beid,17,1416
dige,17,8016
ifge,17,516
djic,18,5917
eccf,18,2217
eeaj,18,517
fajf,18,6517
gacd,18,1617
gcah,18,8917
gjcj,18,9517
hfeh,18,8317
hfij,18,7317
iecf,18,9417
ieii,18,9917
igji,18,2717
jgdb,18,6417
afdh,19,2718
baec,19,5318
cbae,19,3118
ccge,19,3318
cfhb,19,6618
dhjd,19,6618
efgj,19,7018
efjf,19,1418
bdbi,20,1819
bgjd,20,319
cabc,20,9019
cdaj,20,5219
cfih,20,4819
eabf,20,7419
egjc,20,419
gjff,20,2019
icid,20,5819
ihdc,20,9919
ijie,20,7119
jgeh,20,8119
abdi,21,9120
adgj,21,3420
ahgi,21,2420
behi,21,2620
bhdi,21,2320
cdfg,21,20
ehgd,21,3420
hagb,21,3520
iagi,21,5120
ibdj,21,7220
iggb,21,4920
abab,22,2921
abge,22,9821
affi,22,9621
baie,22,3921
bddj,22,7721
cddf,22,2321
faei,22,4121
ffbi,22,9921
gfdf,22,2521
gghe,22,7821
ibjb,22,1021
icbf,22,5221
jbaj,22,6421
jgje,22,4721
aeih,23,8822
bcgi,23,2522
bidf,23,5422
bjhe,23,7122
chhg,23,4822
cihd,23,7322
dbgd,23,8222
gfbe,23,6722
hdbg,23,4822
hggf,23,1922
iefb,23,6422
ifed,23,8622
bgeg,24,9623
cbgh,24,8523
ddij,24,9023
eafh,24,8123
ebdd,24,7423
fgeb,24,523
fhia,24,8723
gagf,24,2523
gaig,24,7223
ggag,24,5223
hdcb,24,5023
aiac,25,2524
cbeg,25,5724
dhgh,25,724
fiae,25,2824
iafc,25,2924
ibha,25,6524
ahdb,26,8225
bahj,26,8125
cced,26,4725
ffha,26,3625
gdcf,26,6825
gdii,26,8925
hjeg,26,9525
jjci,26,9725
jjjg,26,425
ahfc,27,4726
bdac,27,5426
bjei,27,5326
cgbg,27,9726
cifc,27,9726
dahb,27,5426
djea,27,6326
eedf,27,9026
ejdb,27,26
fjja,27,8526
hfba,27,2826
idfe,27,6526
jhjb,27,9826
afie,28,8427
cech,28,9427
dedj,28,3327
ecii,28,2527
ffcd,28,6127
hede,28,8327
heff,28,6727
bccg,29,1428
bedg,29,3428
daih,29,1128
ecfb,29,5628
fafd,29,228
fcaa,29,328
gbfh,29,7228
gjga,29,6628
hbdc,29,6928
hcih,29,7428
jdfa,29,7928
aeef,30,629
fehd,30,8229
fihc,30,3829
ifab,30,9429
jbhh,30,5529
jjah,30,2929
cfjc,31,4630
ciij,31,6230
cjac,31,4530
decd,31,2430
eagc,31,8730
ebhf,31,2430
fgca,31,9630
ggei,31,4330
giec,31,3730
gjjh,31,1930
hbei,31,9730
hejh,31,6330
jfjh,31,5430
bagd,32,3631
bdcd,32,9031
bgfb,32,7531
ccfj,32,7031
cegj,32,4431
dafa,32,8231
djhh,32,6131
feij,32,831
fjbh,32,7931
gigd,32,8231
hdie,32,1431
igdf,32,631
iief,32,4231
iihb,32,1631
cbcf,33,7232
dbbg,33,5532
ddfc,33,1732
effd,33,3732
faag,33,7132
fjge,33,7832
hbfd,33,6032
hfcg,33,7432
hiej,33,2432
jhbi,33,1832
aada,34,2933
bfah,34,7533
bhcc,34,6633
bjfd,34,1433
caah,34,5333
cdic,34,8733
ceag,34,3233
dfdg,34,5633
fagj,34,7633
fdai,34,7133
fecg,34,7933
geed,34,5333
ghfa,34,1133
hcce,34,333
icfh,34,1133
ijcb,34,4733
jaja,34,6533
afbg,35,434
dcai,35,9334
dfjj,35,3634
eibd,35,8634
fbih,35,7634
fdcj,35,5234
fhbc,35,5834
hbag,35,7534
iaeh,35,1834
igic,35,2134
jfga,35,7734
bacb,36,2035
cahf,36,1535
dddb,36,7135
fdga,36,8635
gedi,36,435
jidg,36,5335
aghg,37,9236
ajeb,37,8536
cjig,37,6836
didi,37,5336
fbjc,37,736
fgdg,37,4436
ggdc,37,9536
iceb,37,3836
jcjf,37,8736
agib,38,6237
cadd,38,37
chbd,38,7937
dija,38,337
efdc,38,6037
hebd,38,7937
ihbb,38,6037
bbbd,39,8738
beca,39,7038
ddcg,39,3438
fbfa,39,438
ficf,39,9238
gdae,39,1938
hdgd,39,1338
aahc,40,2539
bgae,40,8639
gbbf,40,9839
hahh,40,8739
hheb,40,7839
jfff,40,4539
jgfc,40,9039
abif,41,6740
abja,41,1340
beeb,41,4540
dajc,41,8540
dhae,41,2840
ehdh,41,7740
ehec,41,9040
fhhf,41,940
gdgh,41,5140
geab,41,2340
ibcd,41,3240
jcfd,41,4140
jeaa,41,6340
bbib,42,4641
bgda,42,7141
ccab,42,941
cdhh,42,8341
cgfi,42,5541
hcfa,42,5241
hhgc,42,2541
ibac,42,1241
biji,43,1442
cjgf,43,8342
dheg,43,3442
eahi,43,3742
eajj,43,9242
ebbc,43,1842
eded,43,5142
eeea,43,2642
ejhd,43,3642
fbef,43,8842
fefc,43,2742
gbjj,43,4542
gicb,43,5942
hega,43,6042
idej,43,5542
iigg,43,2242
jeec,43,5042
afgd,44,1743
aigf,44,8943
ajgc,44,1543
bchd,44,2343
bcje,44,5543
cehe,44,143
ehbg,44,4143
bdgf,45,1944
bihh,45,7544
cdgb,45,5544
deha,45,644
eaeb,45,3344
ffdj,45,344
gdfb,45,8644
gfgb,45,4944
jdef,45,6044
dejb,46,6345
fjdi,46,6945
hjcf,46,645
ccbh,47,6646
ccif,47,846
cjdj,47,146
djji,47,7046
fjed,47,146
ihgj,47,3346
ijaa,47,3446
aaae,48,9247
acji,48,9547
aijb,48,6747
ajdg,48,6747
cgec,48,9947
ebej,48,1647
ehaa,48,3247
ehhj,48,847
ffjb,48,1547
gecc,48,9847
hjda,48,5347
hjii,48,7847
ighh,48,947
jghd,48,5147
afhj,49,7048
caci,49,548
cigi,49,1348
dbec,49,5148
dffh,49,6348
gaee,49,6948
hgcd,49,3848
hidd,49,9448
iddd,49,848
iegh,49,3248
ifcc,49,6048
jbfg,49,1548
afec,50,3749
ajid,50,8449
bhbh,50,5449
egbj,50,2849
fjif,50,6249
ggbb,50,4849
haea,50,8749
hijg,50,3549
iahd,50,1349
ihhe,50,1449
jdhb,50,5249
jjfe,50,8949
cbda,51,1650
cggd,51,450
ddhd,51,9150
fdjh,51,1450
hjhc,51,2150
jadi,51,5350
bjgj,52,2851
bjjf,52,7751
eggg,52,8651
fdde,52,1251
ffac,52,9551
gcia,52,951
hbhe,52,6551
ifif,52,4351
baaa,53,852
bbga,53,452
bbjh,53,7852
bcaf,53,4152
ddeh,53,9452
hehg,53,1952
ieeg,53,2552
jaab,53,7552
jbji,53,9752
achh,54,2353
ahij,54,6653
dhfb,54,5653
gjbd,54,8553
iaba,54,6053
ibig,54,2853
igbe,54,5053
jebg,54,6453
jggi,54,5653
adhe,55,2754
bafi,55,3254
bfjg,55,7754
fggc,55,3454
fhah,55,8354
gefj,55,1854
geja,55,1254
iibj,55,6454
aidj,56,7355
bggh,56,7755
bgii,56,9755
bjbb,56,7155
dgci,56,2755
eehh,56,8955
ehfi,56,1255
fadc,56,6955
ggjf,56,5855
idhf,56,1455
jhcd,56,555
bfej,57,7056
cdji,57,1956
dgjg,57,5056
fcfi,57,6856
ghef,57,9656
iaij,57,3756
jacc,57,9556
jbdf,57,5756
aaeg,58,9257
bejj,58,257
cbhc,58,7157
chde,58,957
chff,58,1357
cjcd,58,5457
djfg,58,3057
gfji,58,6557
ifbh,58,7457
ihei,58,2057
ijfi,58,5357
ciaf,59,5558
ejfc,59,358
fgbf,59,2958
ggch,59,1058
hjae,59,6158
adfd,60,159
agcj,60,1659
aiha,60,9359
bcfc,60,3959
cccc,60,2859
cicg,60,6659
dghf,60,3359
fjab,60,4759
gbhi,60,2259
ghce,60,7559
haic,60,3759
hbbb,60,6159
idci,60,9159
jjdd,60,1759
cgdh,61,8760
hgig,61,2660
icjj,61,4260
iejd,61,5860
jeie,61,5760
abbh,62,4961
badh,62,3661
bhab,62,3061
chai,62,1961
gaha,62,1161
hici,62,8261
ibee,62,1061
agde,63,2562
ccdi,63,3462
cebb,63,5962
chga,63,9462
dgfe,63,662
ebah,63,3162
ecjd,63,62
edab,63,4962
gffg,63,5962
hgac,63,5762
igea,63,3262
jcag,63,9462
abfj,64,5363
bcba,64,5163
bfia,64,9763
bibe,64,3063
dgah,64,2663
dhcf,64,1563
eghb,64,5663
ejaf,64,1763
gchf,64,3863
hiah,64,3863
iffj,64,3763
jjej,64,1263
bjag,65,464
